% t	p[0].x	p[0].y	p[1].x	p[1].y	...
0	1	0.5	2	0.5	3	0.5	4	0.5	5	0.5	1.25	1	2.25	1	3.25	1	4.25	1	5.25	1	1	1.5	2	1.5	3	1.5	4	1.5	5	1.5	1.25	2	2.25	2	3.25	2	4.25	2	5.25	2	1	2.5	2	2.5	3	2.5	4	2.5	5	2.5	1.25	3	2.25	3	3.25	3	4.25	3	5.25	3	1.5	0.5	2.5	0.5	3.5	0.5	4.5	0.5	0.5	0.5	1.75	1	2.75	1	3.75	1	4.75	1	0.75	1	1.5	1.5	2.5	1.5	3.5	1.5	4.5	1.5	0.5	1.5	1.75	2	2.75	2	3.75	2	4.75	2	0.75	2	1.5	2.5	2.5	2.5	3.5	2.5	4.5	2.5	0.5	2.5	1.75	3	2.75	3	3.75	3	4.75	3	0.75	3	1	3.5	2	3.5	3	3.5	4	3.5	5	3.5	1.25	4	2.25	4	3.25	4	4.25	4	5.25	4	1	4.5	2	4.5	3	4.5	4	4.5	5	4.5	1.25	5	2.25	5	3.25	5	4.25	5	5.25	5	1	5.5	2	5.5	3	5.5	4	5.5	5	5.5	1.25	6	2.25	6	3.25	6	4.25	6	5.25	6	1.5	3.5	2.5	3.5	3.5	3.5	4.5	3.5	0.5	3.5	1.75	4	2.75	4	3.75	4	4.75	4	0.75	4	1.5	4.5	2.5	4.5	3.5	4.5	4.5	4.5	0.5	4.5	1.75	5	2.75	5	3.75	5	4.75	5	0.75	5	1.5	5.5	2.5	5.5	3.5	5.5	4.5	5.5	0.5	5.5	1.75	6	2.75	6	3.75	6	4.75	6	0.75	6
0.1	1	0.499536	2	0.499536	3	0.499536	4	0.499536	5	0.499536	1.25	0.999495	2.25	0.999495	3.25	0.999495	4.25	0.999495	5.25	0.999495	1	1.4995	2	1.4995	3	1.4995	4	1.4995	5	1.4995	1.25	1.9995	2.25	1.9995	3.25	1.9995	4.25	1.9995	5.25	1.9995	1	2.4995	2	2.4995	3	2.4995	4	2.4995	5	2.4995	1.25	2.9995	2.25	2.9995	3.25	2.9995	4.25	2.9995	5.25	2.9995	1.5	0.499536	2.5	0.499536	3.5	0.499536	4.5	0.499536	0.500041	0.499536	1.75	0.999495	2.75	0.999495	3.75	0.999495	4.75	0.999495	0.75	0.999495	1.5	1.4995	2.5	1.4995	3.5	1.4995	4.5	1.4995	0.500041	1.4995	1.75	1.9995	2.75	1.9995	3.75	1.9995	4.75	1.9995	0.75	1.9995	1.5	2.4995	2.5	2.4995	3.5	2.4995	4.5	2.4995	0.500041	2.4995	1.75	2.9995	2.75	2.9995	3.75	2.9995	4.75	2.9995	0.75	2.9995	1	3.4995	2	3.4995	3	3.4995	4	3.4995	5	3.4995	1.25	3.9995	2.25	3.9995	3.25	3.9995	4.25	3.9995	5.25	3.9995	1	4.4995	2	4.4995	3	4.4995	4	4.4995	5	4.4995	1.25	4.9995	2.25	4.9995	3.25	4.9995	4.25	4.9995	5.25	4.9995	1	5.4995	2	5.4995	3	5.4995	4	5.4995	5	5.4995	1.25	5.9995	2.25	5.9995	3.25	5.9995	4.25	5.9995	5.25	5.9995	1.5	3.4995	2.5	3.4995	3.5	3.4995	4.5	3.4995	0.500041	3.4995	1.75	3.9995	2.75	3.9995	3.75	3.9995	4.75	3.9995	0.75	3.9995	1.5	4.4995	2.5	4.4995	3.5	4.4995	4.5	4.4995	0.500041	4.4995	1.75	4.9995	2.75	4.9995	3.75	4.9995	4.75	4.9995	0.75	4.9995	1.5	5.4995	2.5	5.4995	3.5	5.4995	4.5	5.4995	0.500041	5.4995	1.75	5.9995	2.75	5.9995	3.75	5.9995	4.75	5.9995	0.75	5.9995
0.2	0.999999	0.498153	2	0.498153	3	0.498153	4	0.498153	5	0.498154	1.25	0.99799	2.25	0.997991	3.25	0.997991	4.25	0.997991	5.25	0.99799	1	1.49799	2	1.49799	3	1.49799	4	1.49799	5	1.49799	1.25	1.99799	2.25	1.99799	3.25	1.99799	4.25	1.99799	5.25	1.99799	1	2.49799	2	2.49799	3	2.49799	4	2.49799	5	2.49799	1.25	2.99799	2.25	2.99799	3.25	2.99799	4.25	2.99799	5.25	2.99799	1.5	0.498153	2.5	0.498153	3.5	0.498153	4.5	0.498153	0.50016	0.498152	1.75	0.997991	2.75	0.997991	3.75	0.997991	4.75	0.99799	0.749999	0.99799	1.5	1.49799	2.5	1.49799	3.5	1.49799	4.5	1.49799	0.500161	1.49799	1.75	1.99799	2.75	1.99799	3.75	1.99799	4.75	1.99799	0.75	1.99799	1.5	2.49799	2.5	2.49799	3.5	2.49799	4.5	2.49799	0.500162	2.49799	1.75	2.99799	2.75	2.99799	3.75	2.99799	4.75	2.99799	0.75	2.99799	1	3.49799	2	3.49799	3	3.49799	4	3.49799	5	3.49799	1.25	3.99799	2.25	3.99799	3.25	3.99799	4.25	3.99799	5.25	3.99799	1	4.49799	2	4.49799	3	4.49799	4	4.49799	5	4.49799	1.25	4.99799	2.25	4.99799	3.25	4.99799	4.25	4.99799	5.25	4.99799	1	5.49799	2	5.49799	3	5.49799	4	5.49799	5	5.49799	1.25	5.99799	2.25	5.99799	3.25	5.99799	4.25	5.99799	5.25	5.99799	1.5	3.49799	2.5	3.49799	3.5	3.49799	4.5	3.49799	0.500162	3.49799	1.75	3.99799	2.75	3.99799	3.75	3.99799	4.75	3.99799	0.75	3.99799	1.5	4.49799	2.5	4.49799	3.5	4.49799	4.5	4.49799	0.500162	4.49799	1.75	4.99799	2.75	4.99799	3.75	4.99799	4.75	4.99799	0.75	4.99799	1.5	5.49799	2.5	5.49799	3.5	5.49799	4.5	5.49799	0.500162	5.49799	1.75	5.99799	2.75	5.99799	3.75	5.99799	4.75	5.99799	0.750001	5.99799
0.3	0.999997	0.495848	2	0.495848	3	0.495848	4	0.495849	5.00001	0.495852	1.25	0.995487	2.25	0.995488	3.25	0.995488	4.25	0.995488	5.25001	0.995486	0.999999	1.49549	2	1.49549	3	1.49549	4	1.49549	5	1.49549	1.25	1.99549	2.25	1.99549	3.25	1.99549	4.25	1.99549	5.25	1.99549	1	2.49549	2	2.49549	3	2.49549	4	2.49549	5	2.49549	1.25	2.99549	2.25	2.99549	3.25	2.99549	4.25	2.99549	5.25	2.99549	1.5	0.495845	2.5	0.495848	3.5	0.495848	4.5	0.495849	0.50035	0.495846	1.75	0.995488	2.75	0.995488	3.75	0.995488	4.75	0.995487	0.749993	0.995486	1.5	1.49549	2.5	1.49549	3.5	1.49549	4.5	1.49549	0.500351	1.49549	1.75	1.99549	2.75	1.99549	3.75	1.99549	4.75	1.99549	0.75	1.99549	1.5	2.49549	2.5	2.49549	3.5	2.49549	4.5	2.49549	0.500356	2.49549	1.75	2.99549	2.75	2.99549	3.75	2.99549	4.75	2.99549	0.75	2.99549	1	3.49549	2	3.49549	3	3.49549	4	3.49549	5	3.49549	1.25	3.99549	2.25	3.99549	3.25	3.99549	4.25	3.99549	5.25	3.99549	1	4.49549	2	4.49549	3	4.49549	4	4.49549	5	4.49549	1.25	4.99549	2.25	4.99549	3.25	4.99549	4.25	4.99549	5.25	4.99549	1	5.49549	2	5.49549	3	5.49549	4	5.49549	5	5.49549	1.25	5.99549	2.25	5.99549	3.25	5.99549	4.25	5.99549	5.25	5.99549	1.5	3.49549	2.5	3.49549	3.5	3.49549	4.5	3.49549	0.500356	3.49549	1.75	3.99549	2.75	3.99549	3.75	3.99549	4.75	3.99549	0.75	3.99549	1.5	4.49549	2.5	4.49549	3.5	4.49549	4.5	4.49549	0.500356	4.49549	1.75	4.99549	2.75	4.99549	3.75	4.99549	4.75	4.99549	0.75	4.99549	1.5	5.49549	2.5	5.49549	3.5	5.49549	4.5	5.49549	0.500356	5.49549	1.75	5.99549	2.75	5.99549	3.75	5.99549	4.75	5.99549	0.750001	5.99549
0.4	0.999991	0.492618	2	0.492617	3	0.492618	4	0.492619	5.00002	0.49263	1.25	0.991985	2.25	0.99199	3.25	0.99199	4.25	0.991989	5.25002	0.991984	0.999995	1.492	2	1.492	3	1.492	4	1.492	5.00001	1.49199	1.25001	1.99199	2.25	1.99199	3.25	1.99199	4.25	1.99199	5.25	1.99198	1	2.49198	2.00001	2.49198	3	2.49198	4	2.49198	5	2.49198	1.25001	2.99198	2.25	2.99198	3.25	2.99198	4.25	2.99198	5.25	2.99198	1.50001	0.492609	2.5	0.492618	3.5	0.492618	4.50001	0.49262	0.500599	0.492614	1.75	0.991989	2.75	0.99199	3.75	0.99199	4.75002	0.991987	0.749976	0.991984	1.50001	1.492	2.5	1.492	3.5	1.492	4.5	1.492	0.500599	1.49199	1.75001	1.99199	2.75	1.99199	3.75	1.99199	4.75	1.99199	0.749998	1.99198	1.50001	2.49198	2.5	2.49198	3.5	2.49198	4.5	2.49198	0.500613	2.49198	1.75001	2.99198	2.75	2.99198	3.75	2.99198	4.75	2.99198	0.749999	2.99198	1	3.49198	2.00001	3.49198	3	3.49198	4	3.49198	5	3.49198	1.25001	3.99198	2.25	3.99198	3.25	3.99198	4.25	3.99198	5.25	3.99198	1	4.49198	2.00001	4.49198	3	4.49198	4	4.49198	5	4.49198	1.25001	4.99198	2.25	4.99198	3.25	4.99198	4.25	4.99198	5.25	4.99198	1	5.49198	2	5.49198	3	5.49198	4	5.49198	5	5.49198	1.25001	5.99199	2.25	5.99198	3.25	5.99198	4.25	5.99198	5.25	5.99198	1.50001	3.49198	2.5	3.49198	3.5	3.49198	4.5	3.49198	0.500614	3.49198	1.75001	3.99198	2.75	3.99198	3.75	3.99198	4.75	3.99198	0.749999	3.99198	1.50001	4.49198	2.5	4.49198	3.5	4.49198	4.5	4.49198	0.500614	4.49198	1.75001	4.99198	2.75	4.99198	3.75	4.99198	4.75	4.99198	0.749999	4.99198	1.50001	5.49198	2.5	5.49198	3.5	5.49198	4.5	5.49198	0.500615	5.49198	1.75	5.99198	2.75	5.99198	3.75	5.99198	4.75	5.99198	0.750001	5.99199
0.5	0.999978	0.488458	2	0.488455	3	0.488459	4	0.48846	5.00005	0.488487	1.25001	0.987487	2.25001	0.987498	3.25001	0.987498	4.25001	0.987497	5.25005	0.987485	0.999989	1.48751	2.00001	1.48752	3	1.48752	4	1.48752	5.00002	1.48751	1.25003	1.98749	2.25001	1.98749	3.25	1.9875	4.25	1.9875	5.25001	1.98748	1	2.48748	2.00001	2.48748	3	2.48748	4	2.48748	5	2.48748	1.25003	2.98748	2.25001	2.98748	3.25	2.98748	4.25	2.98748	5.25	2.98748	1.50001	0.488437	2.50001	0.488459	3.50001	0.488459	4.50001	0.488464	0.500891	0.488452	1.75	0.987497	2.75	0.987498	3.75	0.987498	4.75004	0.987492	0.749941	0.987484	1.50003	1.48752	2.5	1.48752	3.5	1.48752	4.50001	1.48752	0.500888	1.48749	1.75001	1.98749	2.75	1.9875	3.75	1.9875	4.75	1.98749	0.749992	1.98748	1.50003	2.48748	2.5	2.48748	3.5	2.48748	4.5	2.48748	0.500922	2.48748	1.75002	2.98748	2.75	2.98748	3.75	2.98748	4.75	2.98748	0.749995	2.98748	1	3.48748	2.00001	3.48748	3	3.48748	4	3.48748	5	3.48748	1.25003	3.98748	2.25001	3.98748	3.25	3.98748	4.25	3.98748	5.25	3.98748	1	4.48748	2.00001	4.48748	3	4.48748	4	4.48748	5	4.48748	1.25003	4.98748	2.25001	4.98748	3.25	4.98748	4.25	4.98748	5.25	4.98748	1.00001	5.48748	2.00001	5.48748	3	5.48748	4	5.48748	5	5.48748	1.25001	5.9875	2.25001	5.98748	3.25	5.98748	4.25	5.98748	5.25	5.98748	1.50003	3.48748	2.5	3.48748	3.5	3.48748	4.5	3.48748	0.500923	3.48748	1.75002	3.98748	2.75	3.98748	3.75	3.98748	4.75	3.98748	0.749996	3.98748	1.50003	4.48748	2.5	4.48748	3.5	4.48748	4.5	4.48748	0.500923	4.48748	1.75002	4.98748	2.75	4.98748	3.75	4.98748	4.75	4.98748	0.749996	4.98748	1.50003	5.48748	2.5	5.48748	3.5	5.48748	4.5	5.48748	0.500926	5.48748	1.75001	5.98748	2.75	5.98748	3.75	5.98748	4.75	5.98748	0.750001	5.9875
0.6	0.999956	0.483365	2.00001	0.48336	3.00001	0.483366	4.00001	0.483369	5.0001	0.483425	1.25001	0.981995	2.25001	0.982017	3.25001	0.982017	4.25001	0.982016	5.25011	0.981991	0.999978	1.48204	2.00001	1.48206	3.00001	1.48206	4.00001	1.48206	5.00005	1.48203	1.25005	1.982	2.25002	1.98201	3.25	1.98201	4.25	1.98201	5.25001	1.98199	1.00001	2.48198	2.00002	2.48198	3	2.48198	4	2.48198	5	2.48198	1.25005	2.98198	2.25002	2.98197	3.25	2.98197	4.25	2.98197	5.25	2.98197	1.50003	0.483325	2.50002	0.483366	3.50002	0.483366	4.50002	0.483379	0.501208	0.483359	1.75001	0.982015	2.75001	0.982017	3.75001	0.982018	4.75007	0.982006	0.749879	0.981988	1.50006	1.48206	2.50001	1.48206	3.50001	1.48206	4.50001	1.48205	0.501198	1.482	1.75003	1.98201	2.75	1.98201	3.75	1.98201	4.75001	1.982	0.749982	1.98199	1.50006	2.48198	2.50001	2.48198	3.5	2.48198	4.5	2.48198	0.501267	2.48198	1.75003	2.98197	2.75	2.98197	3.75	2.98197	4.75	2.98197	0.749989	2.98197	1.00001	3.48198	2.00003	3.48197	3	3.48197	4	3.48197	5	3.48197	1.25005	3.98198	2.25002	3.98197	3.25	3.98197	4.25	3.98197	5.25	3.98197	1.00001	4.48198	2.00003	4.48197	3	4.48197	4	4.48197	5	4.48197	1.25005	4.98198	2.25002	4.98197	3.25	4.98197	4.25	4.98197	5.25	4.98197	1.00001	5.48198	2.00002	5.48197	3	5.48197	4	5.48197	5	5.48197	1.25003	5.98202	2.25001	5.98197	3.25	5.98197	4.25	5.98197	5.25	5.98197	1.50006	3.48198	2.50001	3.48197	3.5	3.48197	4.5	3.48197	0.501269	3.48198	1.75003	3.98197	2.75	3.98197	3.75	3.98197	4.75	3.98197	0.749989	3.98197	1.50006	4.48198	2.50001	4.48197	3.5	4.48197	4.5	4.48197	0.501269	4.48198	1.75003	4.98197	2.75	4.98197	3.75	4.98197	4.75	4.98197	0.749989	4.98197	1.50005	5.48198	2.50001	5.48197	3.5	5.48197	4.5	5.48197	0.501276	5.48198	1.75002	5.98198	2.75	5.98197	3.75	5.98197	4.75	5.98197	0.750001	5.98202
0.7	0.99992	0.477341	2.00001	0.477329	3.00001	0.47734	4.00001	0.477346	5.00019	0.477447	1.25003	0.975511	2.25003	0.975549	3.25003	0.975551	4.25003	0.975549	5.25019	0.975503	0.999959	1.4756	2.00002	1.47563	3.00002	1.47563	4.00002	1.47563	5.00009	1.47558	1.25009	1.97551	2.25004	1.97554	3.25	1.97554	4.25	1.97554	5.25002	1.9755	1.00002	2.47548	2.00004	2.47548	3	2.47548	4	2.47548	5	2.47548	1.25009	2.97548	2.25004	2.97547	3.25	2.97547	4.25	2.97547	5.25	2.97547	1.50005	0.477268	2.50004	0.47734	3.50004	0.477341	4.50004	0.477364	0.501526	0.477333	1.75002	0.975546	2.75002	0.97555	3.75002	0.975551	4.75014	0.97553	0.749779	0.975498	1.5001	1.47563	2.50002	1.47563	3.50002	1.47563	4.50002	1.47562	0.501507	1.47552	1.75005	1.97554	2.75	1.97554	3.75	1.97554	4.75001	1.97552	0.749965	1.9755	1.5001	2.47548	2.50001	2.47548	3.5	2.47548	4.5	2.47548	0.501631	2.47549	1.75005	2.97547	2.75	2.97547	3.75	2.97547	4.75	2.97547	0.749978	2.97547	1.00002	3.47548	2.00005	3.47547	3	3.47547	4	3.47547	5	3.47547	1.25009	3.97548	2.25004	3.97547	3.25	3.97547	4.25	3.97547	5.25	3.97547	1.00002	4.47548	2.00005	4.47547	3	4.47547	4	4.47547	5	4.47547	1.25009	4.97548	2.25004	4.97547	3.25	4.97547	4.25	4.97547	5.25	4.97547	1.00002	5.47548	2.00004	5.47547	3	5.47547	4	5.47547	5	5.47547	1.25005	5.97555	2.25002	5.97547	3.25	5.97547	4.25	5.97547	5.25	5.97547	1.50011	3.47548	2.50001	3.47547	3.5	3.47547	4.5	3.47547	0.501634	3.47548	1.75005	3.97547	2.75	3.97547	3.75	3.97547	4.75	3.97547	0.749979	3.97547	1.50011	4.47548	2.50001	4.47547	3.5	4.47547	4.5	4.47547	0.501635	4.47549	1.75005	4.97547	2.75	4.97547	3.75	4.97547	4.75	4.97547	0.749979	4.97547	1.5001	5.47548	2.50001	5.47547	3.5	5.47547	4.5	5.47547	0.501648	5.47549	1.75003	5.97549	2.75	5.97547	3.75	5.97547	4.75	5.97547	0.75	5.97556
0.8	0.999866	0.470391	2.00002	0.470365	3.00002	0.470383	4.00002	0.470395	5.00031	0.470563	1.25004	0.968036	2.25004	0.968099	3.25004	0.968103	4.25004	0.9681	5.25032	0.968024	0.999931	1.46818	2.00003	1.46824	3.00003	1.46824	4.00003	1.46823	5.00015	1.46815	1.25014	1.96804	2.25006	1.96808	3.25001	1.96808	4.25001	1.96808	5.25004	1.96802	1.00002	2.46798	2.00007	2.46799	3.00001	2.46799	4.00001	2.46799	5.00001	2.46798	1.25015	2.96799	2.25006	2.96797	3.25001	2.96797	4.25	2.96797	5.25	2.96796	1.50007	0.470271	2.50007	0.470383	3.50007	0.470384	4.50008	0.470426	0.501824	0.470382	1.75003	0.968096	2.75003	0.968101	3.75003	0.968104	4.75023	0.96807	0.749632	0.968016	1.50016	1.46823	2.50003	1.46824	3.50003	1.46824	4.50004	1.46821	0.501792	1.46805	1.75007	1.96808	2.75001	1.96808	3.75001	1.96808	4.75002	1.96806	0.74994	1.96802	1.50017	2.46798	2.50002	2.46799	3.50001	2.46799	4.50001	2.46798	0.501996	2.46799	1.75008	2.96797	2.75001	2.96797	3.75	2.96797	4.75	2.96797	0.749961	2.96797	1.00003	3.46798	2.00007	3.46796	3.00001	3.46796	4	3.46796	5	3.46796	1.25015	3.96799	2.25007	3.96796	3.25001	3.96796	4.25	3.96796	5.25	3.96796	1.00003	4.46798	2.00007	4.46796	3.00001	4.46796	4	4.46796	5	4.46796	1.25015	4.96798	2.25007	4.96796	3.25001	4.96796	4.25	4.96796	5.25	4.96796	1.00004	5.46799	2.00006	5.46797	3.00001	5.46796	4	5.46796	5	5.46796	1.25008	5.96811	2.25003	5.96798	3.25	5.96796	4.25	5.96796	5.25	5.96796	1.50017	3.46798	2.50002	3.46796	3.5	3.46796	4.5	3.46796	0.502003	3.46799	1.75008	3.96796	2.75001	3.96796	3.75	3.96796	4.75	3.96796	0.749964	3.96797	1.50017	4.46798	2.50002	4.46796	3.5	4.46796	4.5	4.46796	0.502003	4.46799	1.75008	4.96796	2.75001	4.96796	3.75	4.96796	4.75	4.96796	0.749964	4.96797	1.50016	5.46799	2.50002	5.46796	3.5	5.46796	4.5	5.46796	0.502027	5.46799	1.75004	5.96799	2.75	5.96796	3.75	5.96796	4.75	5.96796	0.749999	5.96811
0.9	0.999791	0.462527	2.00003	0.462479	3.00003	0.462506	4.00004	0.462526	5.00049	0.462788	1.25006	0.959575	2.25006	0.959671	3.25007	0.959678	4.25007	0.959676	5.2505	0.959556	0.999891	1.4598	2.00005	1.45988	3.00005	1.45989	4.00005	1.45988	5.00023	1.45975	1.25021	1.95957	2.25009	1.95964	3.25002	1.95964	4.25002	1.95964	5.25006	1.95955	1.00003	2.45949	2.0001	2.4595	3.00002	2.4595	4.00002	2.4595	5.00002	2.45949	1.25022	2.95949	2.2501	2.95947	3.25001	2.95947	4.25001	2.95947	5.25001	2.95946	1.50012	0.462342	2.50012	0.462506	3.50011	0.462508	4.50012	0.462578	0.502075	0.462519	1.75004	0.959667	2.75004	0.959675	3.75004	0.959681	4.75036	0.959629	0.749428	0.959544	1.50024	1.45987	2.50005	1.45988	3.50005	1.45989	4.50006	1.45984	0.502031	1.45959	1.7501	1.95964	2.75002	1.95964	3.75002	1.95964	4.75004	1.95961	0.749904	1.95954	1.50025	2.45949	2.50003	2.4595	3.50001	2.4595	4.50001	2.4595	0.502344	2.45951	1.75012	2.95947	2.75001	2.95947	3.75001	2.95947	4.75001	2.95947	0.749939	2.95948	1.00005	3.45949	2.00011	3.45946	3.00002	3.45946	4	3.45946	5	3.45946	1.25023	3.95949	2.2501	3.95946	3.25001	3.95946	4.25	3.95946	5.25	3.95946	1.00005	4.45949	2.00011	4.45946	3.00002	4.45946	4	4.45946	5	4.45946	1.25023	4.95949	2.2501	4.95946	3.25001	4.95946	4.25	4.95946	5.25	4.95946	1.00006	5.4595	2.00009	5.45948	3.00001	5.45946	4	5.45946	5	5.45946	1.25012	5.95968	2.25005	5.95948	3.25001	5.95946	4.25	5.95946	5.25	5.95946	1.50026	3.45949	2.50003	3.45946	3.50001	3.45946	4.5	3.45946	0.502358	3.4595	1.75012	3.95946	2.75001	3.95946	3.75001	3.95946	4.75	3.95946	0.749944	3.95948	1.50026	4.45949	2.50004	4.45946	3.50001	4.45946	4.5	4.45946	0.502359	4.45951	1.75013	4.95946	2.75001	4.95946	3.75	4.95946	4.75	4.95946	0.749945	4.95948	1.50024	5.4595	2.50003	5.45946	3.50001	5.45946	4.5	5.45946	0.502396	5.45951	1.75006	5.95951	2.75	5.95946	3.75	5.95946	4.75	5.95946	0.749998	5.95968
