   3.2500000e+02
   0.0000000e+00   5.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.1794495e+00   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.6794495e+00   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.1794495e+00   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -6.7944947e-01   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.7944947e-01   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   3.2055053e-01   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   8.2055053e-01   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.3205505e+00   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.8205505e+00   5.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -3.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.5000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.5000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -5.0000000e-01   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   0.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   5.0000000e-01   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.5000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   2.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   2.5000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   3.0000000e+00   6.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -3.5707142e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -3.0707142e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.5707142e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.0707142e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.5707142e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.0707142e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -5.7071421e-01   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -7.0714214e-02   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   4.2928579e-01   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   9.2928579e-01   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.4292858e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.9292858e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   2.4292858e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   2.9292858e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   3.4292858e+00   6.5000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -4.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -3.5000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -3.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.5000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -2.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.5000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -1.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
  -5.0000000e-01   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   0.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   5.0000000e-01   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.0000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
   1.5000000e+00   7.0000000e+00   0.0000000e+00   0.0000000e+00   2.5000000e+02   1.0000000e+03   0.0000000e+00
